"","ID","place","DWA_grid","utm_e","utm_n"
"318",921,"Barr"," 11q'",385470.446769907,5362640.61406727
"319",922,"Barr"," 11q'",385470.446769907,5362640.61406727
"320",923,"Mittelbergheim"," 11q'",384712.638518721,5361490.65492248
"321",924,"Eichhofen (Eichhoffen)"," 11q'",384697.369426211,5360156.63066553
"322",925,"Andlau"," 11q'",382836.22392415,5360452.73893806
"323",926,"Bernhardsweiler ( Bernardvillé)"," 11q'",381506.236920954,5358335.38412454
"324",927,"Reichsfeld"," 11q'",380479.790845048,5358253.49155019
"325",928,"Zellweiler (Zellwiller)"," 11q'",388812.790265051,5361607.81002009
"326",929,"Stotzheim"," 11q'",388070.543985255,5359453.05462186
"327",930,"St. Peter (Saint-Pierre)"," 11q'",386731.201813941,5359857.68925579
"328",931,"Epfig"," 11q'",386329.030234806,5357232.68313251
"329",932,"Epfig"," 11q'",386329.030234806,5357232.68313251
"330",933,"Ittersweiler (Itterswiller)"," 11q'",383875.595425402,5357930.59380467
"331",934,"Nothalten"," 11q'",382909.063636155,5356442.64111922
"332",935,"Blienschweiler (Blienschwiller)"," 11q'",382804.664274281,5355441.81561719
"333",1099,"Gingsheim"," 12m'",396208.996459261,5396896.14230397
"334",1100,"Schaffhausen bei Hochfelden (schaffhouse-sur-Zorn)"," 12m'",394268.255475184,5398705.96135801
"335",1101,"Mutzenhausen (Mutzenouse)"," 12m'",396206.055489265,5399637.12337097
"336",1102,"Waltenheim"," 12m'",399265.782530474,5400352.94597641
"337",1103,"Wingersheim"," 12m'",399512.293056697,5397450.85996703
"338",1104,"Hohatzenheim"," 12m'",398195.809298155,5396785.21943383
"339",1105,"Mittelhausen"," 12m'",399292.821614444,5396044.88957245
"340",1106,"Bilwisheim"," 12m'",401290.887315938,5395970.45290483
"341",1107,"Mittelschäffolsheim"," 12m'",400759.579950031,5395013.58407221
"342",1108,"Rumersheim"," 12m'",399577.498792202,5394147.31378009
"343",1109,"Gimbrett"," 12m'",397554.555641911,5394588.61655162
"344",1110,"Reitweiler"," 12m'",398077.236571345,5392361.93617157
"345",1111,"Berstett"," 12m'",401183.691400449,5392639.97922198
"346",1112,"Dunzenheim"," 12m'",392260.87926558,5396562.52345927
"347",1113,"Sässolsheim"," 12m'",390755.097271696,5396136.85905371
"348",1114,"Gugenheim"," 12m'",394483.787589766,5395304.9019947
"349",1115,"Rohr"," 12m'",393106.035953697,5394690.50004242
"350",1116,"Kienheim"," 12m'",395392.40787312,5393864.6076816
"351",1117,"Willgottheim"," 12m'",390425.030201104,5391932.27377434
"352",1119,"Ingenheim"," 12m'",391244.927751114,5399041.81135329
"353",1128,"Olwisheim"," 12m'",402508.484752196,5394599.31911314
"354",185,"Dauendorf"," 12l'",401296.224252921,5409401.16591601
"355",186,"Morschweiler"," 12l'",399206.565367194,5408324.32489014
"356",187,"Ettendorf"," 12l'",396056.210398828,5407717.09792036
"357",188,"Büsweiler (Buswiller)"," 12l'",394241.218565895,5408475.0452022
"358",189,"Schalkendorf"," 12l'",394297.04077611,5409795.00979247
"359",190,"Kirrweiler"," 12l'",392099.859251757,5407744.27570368
"360",191,"Dringendorf"," 12l'",393837.578808183,5407094.96084312
"361",192,"Hüttendorf"," 12l'",400324.310832689,5406358.39699148
"362",193,"Minversheim"," 12l'",398585.360197543,5404558.31388348
"363",194,"Alteckendorf"," 12l'",396798.592208552,5405366.02069948
"364",195,"Lixhausen"," 12l'",393310.398503878,5405602.72498739
"365",196,"Zöbersdorf"," 12l'",391699.621158092,5405583.650691
"366",197,"Zöbersdorf"," 12l'",391699.621158092,5405583.650691
"367",199,"Wickersheim"," 12l'",392132.795290876,5404387.68632741
"368",200,"Bossendorf"," 12l'",394203.695337233,5404162.43982474
"369",201,"Melsheim"," 12l'",391210.447162346,5401734.5718911
"370",202,"Melsheim"," 12l'",391210.447162346,5401734.5718911
"371",203,"Hochfelden"," 12l'",394903.398918062,5401468.32851292
"372",204,"Schwindratzheim"," 12l'",397088.769503907,5401288.74338168
"373",205,"Wittersheim"," 12l'",401570.313081085,5404202.55160374
"374",206,"Uhlweiler"," 12l'",402663.118508609,5408346.42946934
"375",860,"Rosheim"," 11p'",386899.10508169,5372587.16787625
"376",861,"Rosheim"," 11p'",386899.10508169,5372587.16787625
"377",862,"Rosheim"," 11p'",386899.10508169,5372587.16787625
"378",863,"Bischofsheim (Bischoffsheim)"," 11p'",388924.604182398,5371487.31295333
"379",864,"Börsch (Boersch)"," 11p'",384702.275440994,5370357.59648267
"380",865,"Börsch (Boersch)"," 11p'",384702.275440994,5370357.59648267
"381",866,"Oberehnheim (Obernai)"," 11p'",388007.695177745,5368782.26412204
"382",868,"Ottrott"," 11p'",384153.28417607,5368677.51695894
"383",869,"Ottrott"," 11p'",384153.28417607,5368677.51695894
"384",870,"St. Nabor (Sain-Nabor)"," 11p'",383472.656617811,5367050.23036378
"385",871,"Heiligenstein"," 11p'",385451.500776734,5363900.83045917
"386",872,"Burgheim (Bourgheim)"," 11p'",388325.566876364,5364012.46925444
"387",873,"Goxweiler (Goxwiller)"," 11p'",387887.722120024,5365524.44639043
"388",874,"Klingenthal"," 11p'",383051.626497305,5370015.64688292
"389",1144,"Birkenwald"," 11n'",378130.105101709,5390842.26442364
"390",1149,"Krastatt"," 11n'",384126.871260893,5390667.56806295
"391",1150,"Rangen"," 11n'",387984.943941385,5391484.46879249
"392",1151,"Hohengöft"," 11n'",387567.108736421,5390995.76066032
"393",1152,"Romansweiler"," 11n'",382753.786259492,5389154.80176322
"394",1153,"Wasselnheim (Wasselonne)"," 11n'",385606.333141196,5388287.60901649
"395",1154,"Wasselnheim (Wasselonne)"," 11n'",385606.333141196,5388287.60901649
"396",1155,"Wangen"," 11n'",386975.757093617,5386164.94552814
"397",1156,"Marlenheim, Kärchheim"," 11n'",388760.658568237,5386426.26797374
"398",1157,"Kirchheim"," 11n'",389155.792576301,5385153.05679591
"399",1158,"Odratzheim"," 11n'",388513.391446074,5384215.01615307
"400",1159,"Scharrachbergheim"," 11n'",389087.687054645,5383305.2106127
"401",1160,"Tränheim"," 11n'",386800.789882799,5383623.14946976
"402",1161,"Allenweiler"," 11n'",380545.227745506,5390435.65649347
"403",1163,"Koßweiler (Cosswiller)"," 11n'",382048.497009974,5387746.17519194
"404",1164,"Westhofen"," 11n'",385249.524872923,5384631.98409521
"405",1215,"Balbronn"," 11n'",384757.642286942,5382398.0406737
"406",1228,"Irmstett"," 11n'",387727.90696653,5382807.3078314
"407",1232,"Dahlenheim"," 11n'",389864.242007488,5382542.7385804
"408",169,"Buchsweiler (Bouxwiller)"," 11l'",388327.376406832,5409149.46844284
"409",170,"Buchsweiler (Bouxwiller)"," 11l'",388327.376406832,5409149.46844284
"410",171,"Riedheim"," 11l'",388371.931883658,5407520.59607807
"411",172,"Imbsheim"," 11l'",386474.391380919,5406559.11460134
"412",173,"Griesbach Le Bastberg"," 11l'",385266.473210791,5407907.09030423
"413",174,"Neuweiler (Neuwiller-Lès-Saverne)"," 11l'",382811.525661695,5409110.11978753
"414",175,"Dossenheim (Dossenheim-Sur-Zinsel)"," 11l'",382621.287916881,5407114.64791169
"415",176,"Hattmatt"," 11l'",384238.804424402,5405485.14308153
"416",177,"Ernolsheim (Ernoldsheim-Lès-Saverne)"," 11l'",381030.826479982,5405312.26662469
"417",178,"St. Johann (Saint-Jean-Saverne)"," 11l'",379542.420094449,5403107.76350497
"418",179,"Eckartsweiler"," 11l'",379270.484328014,5402905.66703978
"419",180,"Steinburg (Steinbourg)"," 11l'",383414.035305845,5403069.13991282
"420",181,"Rosenweiler-Dettweiler"," 11l'",386165.627638315,5402792.31617251
"421",182,"Dettweiler"," 11l'",387312.195136167,5401250.1151413
"422",183,"Gottesheim"," 11l'",388281.617538822,5403660.40792485
"423",184,"Gottesheim-Prinzheim"," 11l'",388302.914786822,5405352.45079381
"424",198,"Bosselshausen"," 11l'",390509.752518825,5406875.60328422
"425",1074,"Otterstal"," 11l'",378607.997633878,5401611.09168557
"426",18,"Völlerdingen (Voellerdingen)"," 12n'",392891.249355793,5390104.47202838
"427",1120,"Schnersheim"," 12n'",394546.237697966,5390437.88473647
"428",1165,"Winzenheim (Wintzenheim-Kochersberg)"," 12n'",390622.865967791,5390631.86987041
"429",1166,"Ittlenheim"," 12n'",392891.249355793,5390104.47202838
"430",1168,"Truchtersheim"," 12n'",397445.445504122,5390951.29687321
"431",1169,"Pfettisheim"," 12n'",400096.60420029,5390595.52883292
"432",1170,"Wiwersheim"," 12n'",397409.325762719,5388366.75629932
"433",1171,"Offenheim"," 12n'",398203.570802129,5387463.90728816
"434",1172,"Stutzheim-Offenheim"," 12n'",398203.570802129,5387463.90728816
"435",1173,"Küttolsheim"," 12n'",391379.941685435,5388868.07916411
"436",1174,"Nordheim"," 12n'",390229.710831999,5388001.96642514
"437",1175,"Fessenheim (Fessenheim-le-Bas)"," 12n'",392365.004166129,5387706.05317803
"438",1176,"Dossenheim-Kochersberg"," 12n'",394898.790528561,5388215.20330306
"439",1177,"Quatzenheim"," 12n'",394901.539033717,5386903.07891126
"440",1178,"Hürtigheim"," 12n'",396350.182858312,5385635.30228639
"441",1179,"Fürdenheim"," 12n'",394141.694160414,5385459.58879633
"442",1180,"Ittenheim"," 12n'",396454.86796428,5384392.48183721
"443",1181,"Ittenheim"," 12n'",396454.86796428,5384392.48183721
"444",1182,"Kleinfrankenheim"," 12n'",395491.84196685,5390820.51110816
"445",1187,"Pfulgriesheim"," 12n'",402078.617982901,5388600.38259147
"446",1188,"Dingsheim, Griesheim"," 12n'",401839.525758911,5387144.64970369
"447",1233,"Osthofen"," 12n'",393564.959065217,5382486.05136873
"448",1234,"Fürdenheim"," 12n'",394141.694160414,5385459.58879633
"449",1237,"Oberschäffolsheim"," 12n'",400618.552674561,5382400.55277494
"450",895,"Hohnhurst"," 14p'",415914.68927909,5371616.20200385
"451",896,"Weier"," 14p'",420043.158403939,5372232.23711392
"452",897,"Bühl"," 14p'",421128.218808615,5371836.77054754
"453",898,"Bohlsbach"," 14p'",422273.13444696,5371591.88969046
"454",899,"Rammersweier"," 14p'",423612.028539969,5370656.45483057
"455",900,"Waltersweier"," 14p'",420109.828013382,5370832.70984687
"456",901,"Offenburg"," 14p'",422000.563112845,5369295.45242184
"457",902,"Zell-Weierbach (Weierbach)"," 14p'",424741.382430613,5369495.11786305
"458",903,"Fessenbach"," 14p'",424571.520214158,5368453.46977749
"459",904,"Ortenberg"," 14p'",423876.044634838,5367043.10902192
"460",905,"Waltersweier"," 14p'",420109.828013382,5370832.70984687
"461",906,"Ohlsbach"," 14p'",425493.550787579,5364805.93542329
"462",907,"Zunsweier"," 14p'",422040.167721407,5363740.68462843
"463",908,"Hofweier"," 14p'",419209.654847475,5363994.9033076
"464",910,"Schutterwald"," 14p'",417690.499405329,5367302.00185027
"465",959,"Niederschopfheim"," 14p'",417943.33767767,5363262.67175841
"466",1199,"Rheinbischofsheim"," 14n'",421128.160149037,5389650.56536323
"467",1200,"Diersheim"," 14n'",418050.182582035,5388911.90242643
"468",1201,"Diersheim"," 14n'",418050.182582035,5388911.90242643
"469",1202,"Honau"," 14n'",416853.252214201,5388080.06461397
"470",1203,"Leutesheim"," 14n'",415707.581602487,5386316.01444911
"471",1204,"Linx"," 14n'",418727.928190784,5386565.0830752
"472",1205,"Holzhausen"," 14n'",420430.094068579,5386438.4653232
"473",1206,"Wagshurst"," 14n'",425928.539433016,5385740.80132485
"474",1207,"Zierolshofen"," 14n'",419180.319427668,5384502.87992654
"475",1209,"Bodersweier"," 14n'",417031.174025937,5383654.72043972
"476",1210,"Querbach"," 14n'",416490.700429878,5382414.16862229
"477",842,"Rütte (bei Todtmoos; es gibt auch noch eines bei Herreschrie und eines bei Todtnauberg)"," 15x'",426062.727975515,5290253.82390436
"478",770,"Reinigen"," 10y'",367471.466030509,5289929.30608795
"479",771,"Niedermorschweiler (Morschwiller-Le-Bas)"," 10y'",370068.84553802,5288408.36738147
"480",772,"Didenheim"," 10y'",372719.844251917,5286295.94673931
"481",773,"Hochstatt"," 10y'",371011.165665963,5284465.65456829
"482",774,"Zillisheim"," 10y'",372054.550557507,5283684.2731996
"483",775,"Flachslanden (Flaxlanden)"," 10y'",373141.670773319,5283999.56532678
"484",776,"Illfurt (Illfurth)"," 10y'",369752.723954387,5281162.45306538
"485",777,"Illfurt (Illfurth)"," 10y'",369752.723954387,5281162.45306538
"486",778,"Ober- und Niederspechbach (Spechbach-Le-Haut)"," 10y'",366097.429604459,5282371.85060335
"487",779,"Frönigen"," 10y'",370031.628957084,5283324.4282244
"488",780,"Galfingen (Galfingue)"," 10y'",366829.231325729,5285109.30011647
"489",782,"Enschingen (Saint-Bernard)"," 10y'",365098.624512878,5281299.67632923
"490",783,"Bernweiler (Bernwiller)"," 10y'",364455.687288051,5283520.7328107
"491",784,"Heimsbrunn"," 10y'",367044.446549404,5287460.5629076
"492",785,"Brunnstatt (Brunstatt)"," 10y'",373817.449408808,5286668.93386391
"493",703,"Uffholz"," 10x'",363619.610809515,5297880.28834524
"494",704,"Sennheim (Cerany)"," 10x'",363616.471091637,5296698.32205628
"495",705,"Wittelsheim"," 10x'",368280.930455451,5296733.73012294
"496",706,"Wittelsheim"," 10x'",368280.930455451,5296733.73012294
"497",707,"Staffelfelden"," 10x'",369399.90200224,5298488.58692261
"498",709,"Lutterbach"," 10x'",371232.994927329,5291111.04465755
"499",713,"Wittenheim"," 10x'",375715.940727258,5296611.54943685
"500",714,"Kingersheim"," 10x'",375356.72389715,5294328.78188852
"501",1167,"Neugartheim und Ittlenheim"," 10x'",371233.09365825,5291115.49011501
"502",760,"Obersulzbach Kreis Tann (Soppe-Le-Haut)"," 9y'",354337.281638082,5288532.85479932
"503",761,"Niedersulzbach (soppe-Le-Bas)"," 9y'",356806.517535832,5286598.75000311
"504",762,"Oberburnhaupt (Burnhaupt-Le-Haut)"," 9y'",361270.026218206,5287822.54685372
"505",763,"Niederburnhaupt (Burnhaupt-Le-Bas)"," 9y'",362026.076263291,5286456.80663261
"506",764,"Bretten Landkreis Altkirch"," 9y'",355319.543460372,5284717.35575957
"507",765,"St Kosman (Saint-Cosme)"," 9y'",354590.176822919,5282929.61969288
"508",766,"Gildweiler (Gildwiller), Falkweiler, Hecken"," 9y'",360019.399678969,5283464.65265274
"509",767,"Diefmatten Kreis Altkirch"," 9y'",358463.200043167,5285601.80433095
"510",768,"Morzweiler (Mortzwiller)"," 9y'",353151.378834834,5289074.29137072
"511",781,"Balschweiler bei Altkirch"," 9y'",362475.462928334,5280995.27748924
"512",844,"Brückensweiler (Bréchaumont)"," 9y'",354996.600179651,5281400.43659218
"513",845,"Niedertraubach (traubach-Le-Haute)"," 9y'",356742.982595064,5281279.31647277
"514",313,"Wettolsheim"," 10u'",373808.607209036,5324504.44725003
"515",314,"Geberschweiher (Gueberschwihr)"," 10u'",371455.892349983,5318230.68719117
"516",315,"Hattstatt"," 10u'",373227.975391613,5318898.53461117
"517",316,"Häusern"," 10u'",371827.701768402,5321315.86630125
"518",317,"Walbach"," 10u'",367692.817990604,5324780.11794654
"519",318,"Weier (Wihr-Au-Val)"," 10u'",366281.646249937,5323656.3414582
"520",319,"Herlisheim (Herrlisheim)"," 10u'",375417.013642615,5319514.4914019
"521",320,"Sulzbach (Soultzbach-Les-Bains)"," 10u'",366070.460386373,5322082.20508281
"522",321,"Obermorschweier"," 10u'",373260.624302885,5319668.39660994
"523",322,"Vöklinshofen (Voegtlinshoffen)"," 10u'",371913.218431913,5319899.54014974
"524",323,"Egisheim"," 10u'",373630.892087927,5322323.36517382
"525",324,"Zimmerbach"," 10u'",368715.936426166,5325873.05903983
"526",233,"Kaysersberg"," 10t'",370680.310051967,5333158.66858765
"527",234,"Reichenweier (Riquewhir)"," 10t'",373577.647700273,5336112.93643195
"528",235,"Bebelnheim (Beblenheim)"," 10t'",375261.009225792,5335224.18735161
"529",236,"Türkheim (Turckheim)"," 10t'",371825.280553393,5327313.89629302
"530",237,"Katzenthal"," 10t'",372335.662434711,5329722.16597938
"531",238,"Niedermorschweiher"," 10t'",371644.474345626,5328821.33971211
"532",239,"Kientzheim"," 10t'",372553.656105096,5332889.78904875
"533",240,"Bennweier"," 10t'",375343.151343667,5333770.17058172
"534",241,"Sigolsheim"," 10t'",373775.528048467,5332437.93116611
"535",242,"Ingersheim"," 10t'",373958.994258015,5328089.43347195
"536",243,"Zell (Labaroche)"," 10t'",365466.016736553,5330198.55872026
"537",244,"Ammerschweier"," 10t'",372367.339530999,5331577.35426328
"538",245,"Mittelweier"," 10t'",375114.688921384,5334315.56880283
"539",333,"Logelbach"," 10t'",374139.722275299,5327295.96945851
"540",572,"Helfrantskirch (Helfrantzkirch)"," 10t'",371825.280553393,5327313.89629302
"541",531,"Oltingen (Oltingue)"," 11b''",379030.137399655,5260714.82344926
"542",532,"Oltingen (Oltingue)"," 11b''",379030.137399655,5260714.82344926
"543",533,"Liebenzweiler (Liebenswiller)"," 11b''",383881.085864796,5261749.47062649
"544",534,"Leimen (Leymen)"," 11b''",385678.931311905,5261334.96322437
"545",535,"Rädersdorf (Raedersdorf)"," 11b''",376918.236548769,5259230.11046182
"546",536,"Lutter"," 11b''",377988.825998579,5258334.94474088
"547",537,"Wolschweiler (Wolschwiller)"," 11b''",379994.668724283,5257695.37002083
"548",538,"Biedertal (Biederthal)"," 11b''",383039.423939268,5258538.77413176
"549",539,"Kiffis"," 11b''",376233.307208213,5255423.25428669
"550",528,"Berenzweiler (Berentzwiller)"," 11z'",378432.738896297,5271509.54122759
"551",529,"Niederranspach (Ranspach-le-Bas)"," 11z'",383255.778238908,5271734.5593765
"552",561,"Obersteinbrunn (Steinbrunn-le-Haut)"," 11z'",375861.16064123,5279671.29115033
"553",563,"Waltenheim"," 11z'",381875.256556871,5279392.66419799
"554",564,"Uffheim"," 11z'",383062.82281487,5278643.78366902
"555",565,"Sierenz (Sierentz)"," 11z'",384053.784697243,5278910.80230669
"556",566,"Wahlbach"," 11z'",375951.507382107,5276648.46256879
"557",567,"Niedermagstatt (Magstatt-le-Bas)"," 11z'",380686.56272369,5277433.43189297
"558",568,"Stetten"," 11z'",381999.085343709,5275939.10218356
"559",569,"Bartenheim"," 11z'",385596.121368611,5276736.76378754
"560",570,"Franken"," 11z'",376332.338234236,5273095.80884158
"561",571,"Jettingen"," 11z'",377371.8880832,5272679.15317024
"562",573,"Niedermichelbach (Michelbach-le-Bas)"," 11z'",384555.554022727,5272194.53818008
"563",574,"Niedermichelbach (Michelbach-le-Bas)"," 11z'",384555.554022727,5272194.53818008
"564",575,"Kappeln (Kappelen)"," 11z'",382896.984728696,5275214.99258408
"565",576,"Brinkheim (Brinckheim)"," 11z'",384222.724246863,5275921.16791248
"566",577,"Rantsweiler (Rantzwiller)"," 11z'",378043.127242727,5278945.81624187
"567",578,"Kötzingen (K?tzingue)"," 11z'",379395.092170957,5278750.86920805
"568",579,"Kötzingen (K?tzingue)"," 11z'",379395.092170957,5278750.86920805
"569",580,"Zässingen (Zaessingue)"," 11z'",377349.034309843,5275773.86826149
"570",594,"Boltzheim (Blotzheim)"," 11z'",386956.047251659,5273081.39887184
"571",595,"Boltzheim (Blotzheim)"," 11z'",386956.047251659,5273081.39887184
"572",596,"Boltzheim (Blotzheim)"," 11z'",386956.047251659,5273081.39887184
"573",859,"Menglatt (Magny)"," 11z'",381018.625891856,5273859.94948252
"574",972,"Neukirch (Neuve-Église)"," 10r'",374989.145786759,5354211.73534821
"575",973,"Diefenbach (Dieffenbach-Au-Val)"," 10r'",376014.982229777,5352695.85481543
"576",974,"Wanzel (La Vancelle)"," 10r'",374036.562167936,5349266.54245838
"577",975,"Leberau (Lièpvre)"," 10r'",372496.44689122,5347837.42124067
"578",976,"St Moritz (Saint-Maurice)"," 10r'",376632.605089692,5353950.09079866
"579",979,"Gereut (Neubois)"," 10r'",376861.485102079,5351677.78464223
"580",1023,"klein Leberau (Lièpvre)"," 10r'",372496.44689122,5347837.42124067
"581",562,"Geispitzen"," 11y'",381562.063439891,5280538.64028137
"582",786,"Rixheim"," 11y'",379864.018238386,5289104.57938155
"583",787,"Napoleoninsel Rixheim"," 11y'",379864.018238386,5289104.57938155
"584",788,"Habsheim"," 11y'",381273.32155267,5287354.45023805
"585",789,"Zimmersheim"," 11y'",379173.607559313,5286451.59732648
"586",790,"Brubach Landkreis Mülhausen"," 11y'",376932.07194162,5284341.67003752
"587",791,"Dietenweiler (Dietwiller)"," 11y'",380164.083779572,5283401.322599
"588",792,"Schlierbach"," 11y'",380414.256549598,5282279.89397229
"589",793,"Landser"," 11y'",379627.6122882,5282688.6048049
"590",794,"Niedersteinbrunn (Steinbrunn-Le-Bas)"," 11y'",377349.066580208,5281159.63140687
"591",795,"Mülhausen-Riedisheim"," 11y'",377700.887503642,5289765.7477755
"592",796,"Eschenzweiler (Eschentzwiller)"," 11y'",379845.767431473,5285577.08593446
"593",806,"Kembs-Neuweg"," 11y'",387733.714028431,5282674.27392112
"594",807,"Kembs"," 11y'",387733.714028431,5282674.27392112
"595",808,"Kembs"," 11y'",387733.714028431,5282674.27392112
"596",485,"Ensisheim"," 11w'",376921.930274095,5302631.10094238
"597",486,"Münchhausen (Munchhausen)"," 11w'",384289.675363713,5302840.17508507
"598",487,"Roggenhausen"," 11w'",385403.911445838,5305078.31926886
"599",488,"Hirzfelden"," 11w'",383974.222048779,5307391.72654167
"600",489,"Meienheim (Meyenheim)"," 11w'",377398.752841512,5307746.78757434
"601",490,"Regisheim (Réguisheim)"," 11w'",376905.517714078,5306211.75264893
"602",120,"Offweiler"," 12k'",393238.531221175,5418497.54036902
"603",121,"Rotbach"," 12k'",392193.469954579,5418013.93586974
"604",122,"Bischholz"," 12k'",392981.263152089,5416589.84668453
"605",123,"Mühlhausen"," 12k'",393893.039112546,5415377.02570952
"606",124,"Uhrweiler (Uhrwiller)"," 12k'",395807.253071184,5414911.69815021
"607",125,"Engweiler"," 12k'",398466.805358281,5415605.41694267
"608",126,"Gumbrechtshofen"," 12k'",399745.701948134,5417846.19774111
"609",127,"Gundershofen"," 12k'",401748.31244449,5417930.60352703
"610",128,"Mietesheim"," 12k'",400165.462211534,5414803.04562075
"611",129,"Bitschhofen"," 12k'",398715.751489186,5412676.4562131
"612",130,"Überach (Uberach)"," 12k'",399350.005036072,5411515.22884471
"613",131,"Niedermodern"," 12k'",399227.692326948,5411162.72613528
"614",132,"Pfaffenhofen"," 12k'",397929.221218166,5411071.78781577
"615",133,"Kindweiler"," 12k'",397122.491339879,5413093.68086511
"616",134,"Zutzendorf"," 12k'",393615.261469617,5412270.98897606
"617",135,"Schillersdorf"," 12k'",391861.665657817,5414399.69534831
"618",136,"Obermodern"," 12k'",392831.86357174,5411216.24976876
"619",137,"Pfaffenhofen -Volksberg"," 12k'",397929.221218166,5411071.78781577
"620",211,"Walk (La Walck)"," 12k'",397999.11993752,5411483.04376612
"621",1,"Dambach"," 12h'",399932.10876882,5428642.20564393
"622",421,"Biengen"," 13v'",402133.772299211,5310323.5409635
"623",422,"Biengen"," 13v'",402133.772299211,5310323.5409635
"624",423,"Wittnau"," 13v'",411439.130139317,5311046.80710366
"625",424,"Offnadingen"," 13v'",403812.654294625,5309805.00111052
"626",425,"Kirchhofen"," 13v'",406130.791270422,5308149.23875882
"627",426,"Norsingen"," 13v'",404914.973881596,5310234.73330903
"628",427,"Pfaffenweiler"," 13v'",406983.014545993,5310530.04762473
"629",428,"Wolfenweiler"," 13v'",407579.775817871,5312852.81032465
"630",429,"Schallstadt"," 13v'",407744.079517789,5312482.19949736
"631",430,"Ebringen"," 13v'",408905.473603234,5312309.18369763
"632",431,"Au"," 13v'",412633.240067939,5312169.15984733
"633",432,"Merzhausen"," 13v'",412317.812829789,5313227.83087703
